image_path,source_dataset,original_label,normalized_label,label_source,confidence,verification_status
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Tees_Tanks-id_00003687-12_4_full.jpg,deepfashion,"The upper clothing has sleeves cut off, cotton fabric and solid color patterns. The neckline of it is suspenders. The lower clothing is of long length",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\MEN-Sweatshirts_Hoodies-id_00002209-02_2_side.jpg,deepfashion,"The upper clothing has long sleeves, cotton fabric and pure color patterns. It has a round neckline.",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Tees_Tanks-id_00001764-03_2_side.jpg,deepfashion,"The upper clothing has short sleeves, cotton fabric and solid color patterns. It has a crew neckline.",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Tees_Tanks-id_00000960-13_4_full.jpg,deepfashion,This person is wearing a tank tank shirt with pure color patterns. The tank shirt is with cotton fabric and its neckline is round. The pants this pers,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Tees_Tanks-id_00000560-02_7_additional.jpg,deepfashion,This woman wears a long-sleeve sweater with striped patterns. The sweater is with cotton fabric. It has a crew neckline. This woman wears a three-poin,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\MEN-Tees_Tanks-id_00003476-05_3_back.jpg,deepfashion,"The upper clothing has medium sleeves, cotton fabric and striped patterns.",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\MEN-Sweatshirts_Hoodies-id_00005603-03_3_back.jpg,deepfashion,"The shirt this man wears has long sleeves, its fabric is cotton, and it has pure color patterns.",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Dresses-id_00007477-02_1_front.jpg,deepfashion,The person is wearing a tank tank top with graphic patterns and a three-point pants. The tank top is with cotton fabric and its neckline is round. The,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Tees_Tanks-id_00003672-05_2_side.jpg,deepfashion,"The shirt this female wears has short sleeves, its fabric is cotton, and it has solid color patterns. There is an accessory on her wrist. This lady ha",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Dresses-id_00004651-05_2_side.jpg,deepfashion,This person is wearing a short-sleeve T-shirt with pure color patterns and a three-point pants. The T-shirt is with cotton fabric. The neckline of the,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Tees_Tanks-id_00006562-01_2_side.jpg,deepfashion,The T-shirt this woman wears has short sleeves and its fabric is cotton. The pattern of it is graphic. This woman has a hat in her head. There is an a,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\MEN-Tees_Tanks-id_00004729-03_4_full.jpg,deepfashion,This person is wearing a short-sleeve shirt with solid color patterns and a long trousers. The shirt is with cotton fabric and its neckline is v-shape,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Cardigans-id_00004497-03_4_full.jpg,deepfashion,"The upper clothing has long sleeves, cotton fabric and solid color patterns. It has a round neckline. The lower clothing is of three-point length. The",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Blouses_Shirts-id_00004246-01_2_side.jpg,deepfashion,"The upper clothing has short sleeves, cotton fabric and graphic patterns. There is an accessory on her wrist. This female is wearing a ring on her fin",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Blouses_Shirts-id_00004183-01_1_front.jpg,deepfashion,"The upper clothing has long sleeves, cotton fabric and graphic patterns. The neckline of it is v-shape. There is an accessory on her wrist. There is a",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Shorts-id_00001404-01_4_full.jpg,deepfashion,The female is wearing a short-sleeve shirt with pure color patterns. The shirt is with cotton fabric. It has a crew neckline. The female wears a three,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Jackets_Coats-id_00002440-03_2_side.jpg,deepfashion,This female is wearing a long-sleeve sweater with solid color patterns and a three-point shorts. The sweater is with cotton fabric and its neckline is,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Blouses_Shirts-id_00000414-02_1_front.jpg,deepfashion,This person is wearing a sleeveless tank top with solid color patterns and a long trousers. The tank top is with chiffon fabric and its neckline is su,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Graphic_Tees-id_00001888-01_1_front.jpg,deepfashion,This female wears a short-sleeve T-shirt with graphic patterns. The T-shirt is with cotton fabric. It has a crew neckline. This female wears a long tr,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Blouses_Shirts-id_00003711-03_7_additional.jpg,deepfashion,The lady wears a medium-sleeve shirt with pure color patterns and a three-point pants. The shirt is with cotton fabric. The pants are with cotton fabr,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Dresses-id_00001302-07_4_full.jpg,deepfashion,The female wears a sleeveless tank top with color block patterns. The tank top is with cotton fabric. It has a v-shape neckline. The female wears a th,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Jackets_Coats-id_00005263-13_1_front.jpg,deepfashion,"Her shirt has long sleeves, cotton fabric and graphic patterns. It has a v-shape neckline. This woman wears a long pants. The pants are with cotton fa",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Cardigans-id_00005321-02_3_back.jpg,deepfashion,"Her sweater has long sleeves, cotton fabric and solid color patterns. The pants this person wears is of three-quarter length. The pants are with cotto",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\MEN-Tees_Tanks-id_00001121-04_3_back.jpg,deepfashion,The tank shirt this guy wears has sleeves cut off and its fabric is cotton. The pattern of it is solid color.,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Jackets_Coats-id_00001147-02_1_front.jpg,deepfashion,"The shirt this woman wears has long sleeves and it is with cotton fabric and lattice patterns. This woman also wears an outer clothing, with cotton fa",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Tees_Tanks-id_00006769-05_3_back.jpg,deepfashion,"The T-shirt the person wears has short sleeves, its fabric is cotton, and it has pure color patterns. There is an accessory in his her neck. There is ",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Shorts-id_00005721-02_1_front.jpg,deepfashion,"The upper clothing has sleeves cut off, cotton fabric and pure color patterns. It has a round neckline. The lower clothing is of three-point length. T",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\MEN-Tees_Tanks-id_00003470-17_3_back.jpg,deepfashion,"The tank top this gentleman wears has no sleeves, its fabric is cotton, and it has pure color patterns. There is an accessory on his wrist.",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\MEN-Sweatshirts_Hoodies-id_00000006-02_7_additional.jpg,deepfashion,The guy wears a medium-sleeve shirt with pure color patterns and long pants. The shirt is with cotton fabric and it has a crew neckline. The pants are,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Tees_Tanks-id_00000871-02_7_additional.jpg,deepfashion,The lady wears a medium-sleeve shirt with pure color patterns. The shirt is with knitting fabric. It has a crew neckline. The pants the lady wears is ,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Shorts-id_00002668-02_4_full.jpg,deepfashion,This female wears a short-sleeve T-shirt with pure color patterns and a three-point shorts. The T-shirt is with cotton fabric. The neckline of the T-s,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Tees_Tanks-id_00007726-09_2_side.jpg,deepfashion,The tank shirt the person wears has sleeves cut off and its fabric is cotton. The pattern of it is solid color.,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\MEN-Pants-id_00007228-04_7_additional.jpg,deepfashion,This gentleman wears a short-sleeve shirt with pure color patterns and a long trousers. The shirt is with cotton fabric. The neckline of the shirt is ,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\MEN-Tees_Tanks-id_00003197-08_2_side.jpg,deepfashion,This gentleman is wearing a medium-sleeve shirt with color block patterns. The shirt is with cotton fabric. The neckline of the shirt is crew.,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Tees_Tanks-id_00004593-06_7_additional.jpg,deepfashion,"The upper clothing has medium sleeves, cotton fabric and pure color patterns. It has a round neckline. There is a ring on her finger.",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Cardigans-id_00001328-05_1_front.jpg,deepfashion,"The upper clothing has long sleeves, cotton fabric and graphic patterns. It has a crew neckline. This female also wears an outer clothing, with cotton",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Blouses_Shirts-id_00002384-02_2_side.jpg,deepfashion,The person wears a short-sleeve T-shirt with graphic patterns. The T-shirt is with cotton fabric and its neckline is crew. This person wears a belt.,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Dresses-id_00007701-03_2_side.jpg,deepfashion,This person wears a sleeveless tank shirt with solid color patterns. The tank shirt is with cotton fabric. It has a suspenders neckline. The shorts th,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Pants-id_00004526-02_1_front.jpg,deepfashion,This female wears a sleeveless tank top with pure color patterns and a long pants. The tank top is with cotton fabric. The neckline of the tank top is,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Pants-id_00002539-03_1_front.jpg,deepfashion,This lady is wearing a short-sleeve shirt with pure color patterns. The shirt is with cotton fabric. It has a crew neckline. The trousers this lady we,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Blouses_Shirts-id_00006044-02_3_back.jpg,deepfashion,"Her shirt has long sleeves, mixed fabric and mixed patterns. This lady also wears an outer clothing, with cotton fabric and plaid patterns. This perso",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Dresses-id_00007335-02_2_side.jpg,deepfashion,"The tank top this lady wears has sleeves cut off and its fabric is cotton. The pattern of it is graphic. This lady wears a three-point shorts, with co",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\MEN-Sweatshirts_Hoodies-id_00004423-03_4_full.jpg,deepfashion,This man wears a short-sleeve T-shirt with pure color patterns. The T-shirt is with cotton fabric. It has a round neckline. The pants this man wears i,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Blouses_Shirts-id_00002304-01_1_front.jpg,deepfashion,"Her tank top has no sleeves, chiffon fabric and graphic patterns. It has a crew neckline. This woman wears a three-point pants. The pants are with cot",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Dresses-id_00006339-02_2_side.jpg,deepfashion,"The shirt this woman wears has medium sleeves, its fabric is cotton, and it has graphic patterns. This woman wears a three-point shorts, with cotton f",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\MEN-Jackets_Vests-id_00000168-03_1_front.jpg,deepfashion,"The upper clothing has long sleeves, other fabric and other patterns. The neckline of it is crew. The outer clothing this guy wears is with cotton fab",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Dresses-id_00006811-02_1_front.jpg,deepfashion,This person is wearing a tank tank shirt with graphic patterns. The tank shirt is with cotton fabric. It has a suspenders neckline. The shorts this pe,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Dresses-id_00000537-04_2_side.jpg,deepfashion,"Her tank top has sleeves cut off, cotton fabric and pure color patterns. The neckline of it is suspenders. The shorts this woman wears is of three-poi",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Tees_Tanks-id_00005849-01_1_front.jpg,deepfashion,The tank top this woman wears has no sleeves and it is with cotton fabric and pure color patterns. The neckline of the tank top is round. This woman w,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Tees_Tanks-id_00005899-03_3_back.jpg,deepfashion,The lady wears a long-sleeve sweater with color block patterns. The sweater is with cotton fabric. This person is wearing a ring on her finger.,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Jackets_Coats-id_00003858-04_7_additional.jpg,deepfashion,"The upper clothing has long sleeves, cotton fabric and graphic patterns. It has a stand neckline. The lower clothing is of long length. The fabric is ",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Dresses-id_00001861-02_4_full.jpg,deepfashion,"Her shirt has long sleeves, cotton fabric and graphic patterns. The neckline of it is round. This lady wears a three-point pants. The pants are with c",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Graphic_Tees-id_00002137-01_2_side.jpg,deepfashion,The person wears a short-sleeve T-shirt with graphic patterns. The T-shirt is with cotton fabric. The person wears a three-point shorts. The shorts ar,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Tees_Tanks-id_00002478-05_1_front.jpg,deepfashion,"Her shirt has long sleeves, cotton fabric and pure color patterns. It has a round neckline. There is an accessory in his her neck. There is a ring on ",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Tees_Tanks-id_00003722-02_7_additional.jpg,deepfashion,This female wears a long-sleeve shirt with stripe patterns and a three-point shorts. The shirt is with cotton fabric. The shorts are with cotton fabri,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Tees_Tanks-id_00005837-06_7_additional.jpg,deepfashion,The person wears a short-sleeve T-shirt with pure color patterns. The T-shirt is with cotton fabric. It has a crew neckline. The female wears a ring. ,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Shorts-id_00007115-01_1_front.jpg,deepfashion,The tank shirt this person wears has no sleeves and it is with cotton fabric and solid color patterns. The neckline of the tank shirt is suspenders. T,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Tees_Tanks-id_00001384-06_1_front.jpg,deepfashion,This person wears a sleeveless tank top with pure color patterns. The tank top is with cotton fabric. It has a suspenders neckline. The shorts this pe,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Tees_Tanks-id_00003384-01_3_back.jpg,deepfashion,"The tank shirt the person wears has sleeves cut off, its fabric is cotton, and it has striped patterns. This female wears a ring. There is a hat in he",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Pants-id_00005298-02_1_front.jpg,deepfashion,"The upper clothing has short sleeves, cotton fabric and solid color patterns. It has a crew neckline. The lower clothing is of three-quarter length. T",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Blouses_Shirts-id_00001502-02_4_full.jpg,deepfashion,"Her T-shirt has short sleeves, cotton fabric and pure color patterns. The neckline of it is round. This person wears a three-point pants. The pants ar",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Blouses_Shirts-id_00004140-01_7_additional.jpg,deepfashion,The sweater this woman wears has long sleeves and its fabric is cotton. The pattern of it is striped. This lady wears a ring.,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Dresses-id_00002420-02_1_front.jpg,deepfashion,The lady is wearing a tank tank top with graphic patterns. The tank top is with cotton fabric and its neckline is suspenders. The pants the lady wears,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Blouses_Shirts-id_00006472-03_1_front.jpg,deepfashion,The person wears a sleeveless tank top with solid color patterns. The tank top is with cotton fabric and it has a lapel neckline. This female has neck,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\MEN-Sweatshirts_Hoodies-id_00004423-01_1_front.jpg,deepfashion,The person is wearing a tank tank shirt with other patterns. The tank shirt is with other fabric. It has a round neckline. The outer clothing is with ,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Skirts-id_00007236-01_4_full.jpg,deepfashion,"Her shirt has long sleeves, cotton fabric and pure color patterns. It has a crew neckline. This woman wears a medium skirt. The skirt is with knitting",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Tees_Tanks-id_00003910-01_1_front.jpg,deepfashion,"The upper clothing has short sleeves, cotton fabric and stripe patterns. It has a crew neckline.",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Shorts-id_00003293-04_1_front.jpg,deepfashion,"The upper clothing has short sleeves, cotton fabric and solid color patterns. It has a v-shape neckline. The lower clothing is of three-point length. ",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\MEN-Sweatshirts_Hoodies-id_00005799-01_2_side.jpg,deepfashion,"The shirt the person wears has long sleeves, its fabric is cotton, and it has solid color patterns. This person is wearing a hat.",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Tees_Tanks-id_00004313-03_7_additional.jpg,deepfashion,"The shirt this female wears has short sleeves, its fabric is cotton, and it has pure color patterns. The shirt has a crew neckline. This female wears ",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Dresses-id_00003276-05_3_back.jpg,deepfashion,This woman is wearing a sleeveless tank top with pure color patterns and a three-point pants. The tank top is with cotton fabric. The pants are with c,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\MEN-Sweatshirts_Hoodies-id_00003795-01_1_front.jpg,deepfashion,The guy is wearing a tank tank shirt with pure color patterns. The tank shirt is with cotton fabric. It has a round neckline. The guy wears a three-qu,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\MEN-Sweaters-id_00006812-04_3_back.jpg,deepfashion,This gentleman is wearing a short-sleeve T-shirt with striped patterns. The T-shirt is with cotton fabric. It has a lapel neckline. There is an access,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Sweaters-id_00000688-02_2_side.jpg,deepfashion,"The shirt this female wears has long sleeves, its fabric is cotton, and it has pure color patterns. This person is wearing a ring on her finger.",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Jackets_Coats-id_00007941-02_3_back.jpg,deepfashion,This woman is wearing a long-sleeve shirt with solid color patterns. The shirt is with cotton fabric. The shorts this woman wears is of three-point le,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Rompers_Jumpsuits-id_00001775-02_3_back.jpg,deepfashion,"Her tank top has sleeves cut off, cotton fabric and stripe patterns. This lady wears a three-point pants. The pants are with cotton fabric and stripe ",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Rompers_Jumpsuits-id_00007668-02_7_additional.jpg,deepfashion,"Her T-shirt has short sleeves, cotton fabric and solid color patterns. The female wears a three-quarter trousers. The trousers are with cotton fabric ",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Blouses_Shirts-id_00001722-06_3_back.jpg,deepfashion,"The sweater the lady wears has long sleeves, its fabric is cotton, and it has pure color patterns. There is a ring on her finger. There is a hat in he",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\MEN-Sweatshirts_Hoodies-id_00003571-02_2_side.jpg,deepfashion,"The upper clothing has long sleeves, cotton fabric and complicated patterns. It has a crew neckline. There is an accessory on his wrist.",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Rompers_Jumpsuits-id_00002761-06_3_back.jpg,deepfashion,The female wears a short-sleeve shirt with striped patterns. The shirt is with cotton fabric. The female wears a three-point shorts. The shorts are wi,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\MEN-Tees_Tanks-id_00001645-01_3_back.jpg,deepfashion,The gentleman wears a sleeveless tank shirt with graphic patterns. The tank shirt is with cotton fabric. There is an accessory on his wrist.,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Blouses_Shirts-id_00003811-02_3_back.jpg,deepfashion,This lady wears a short-sleeve shirt with lattice patterns. The shirt is with cotton fabric. The neckline of the shirt is lapel. There is an accessory,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\MEN-Tees_Tanks-id_00000100-01_1_front.jpg,deepfashion,This gentleman wears a short-sleeve shirt with graphic patterns. The shirt is with cotton fabric. It has a round neckline. This guy has neckwear.,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Sweaters-id_00003049-03_2_side.jpg,deepfashion,"Her sweater has long sleeves, cotton fabric and graphic patterns. It has a round neckline. The shorts this person wears is of three-point length. The ",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\MEN-Sweatshirts_Hoodies-id_00007842-01_2_side.jpg,deepfashion,This guy wears a long-sleeve shirt with graphic patterns. The shirt is with cotton fabric.,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Tees_Tanks-id_00001820-02_1_front.jpg,deepfashion,"Her tank top has no sleeves, cotton fabric and graphic patterns. The neckline of it is suspenders. There is an accessory in his her neck. This lady is",Cotton,caption_keyword,0.7,NOISY
