image_path,current_label,caption,material_mentions,confidence,garment_id,split,reason
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00007091-04_4_full.jpg,Denim,"The upper clothing has long sleeves, chiffon fabric and solid color patterns. The neckline of it is lapel. The lower clothing is of long length. The f",,LOW,00007091-04,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00007161-02_1_front.jpg,Denim,The person wears a tank tank shirt with graphic patterns and a three-point pants. The tank shirt is with chiffon fabric. The neckline of the tank shir,,LOW,00007161-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00007196-03_4_full.jpg,Denim,The tank shirt the person wears has no sleeves and its fabric is chiffon. The pattern of it is pure color. It has a crew neckline. The person wears a ,,LOW,00007196-03,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00007196-05_4_full.jpg,Denim,The person is wearing a sleeveless tank shirt with pure color patterns and a three-quarter pants. The tank shirt is with chiffon fabric and its neckli,,LOW,00007196-05,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00007201-02_4_full.jpg,Denim,This person wears a short-sleeve T-shirt with pure color patterns and a long pants. The T-shirt is with chiffon fabric and its neckline is crew. The p,,LOW,00007201-02,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00007227-02_1_front.jpg,Denim,This person is wearing a sleeveless tank top with graphic patterns. The tank top is with chiffon fabric and its neckline is suspenders. The pants this,,LOW,00007227-02,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00007261-06_7_additional.jpg,Denim,The female is wearing a long-sleeve sweater with graphic patterns and a long pants. The sweater is with chiffon fabric. The neckline of the sweater is,,LOW,00007261-06,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00007267-04_7_additional.jpg,Denim,The shirt this female wears has short sleeves and its fabric is chiffon. The pattern of it is solid color. It has a crew neckline. This female wears a,,LOW,00007267-04,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00007271-04_4_full.jpg,Denim,"Her shirt has long sleeves, chiffon fabric and graphic patterns. It has a v-shape neckline. The pants the person wears is of long length. The pants ar",,LOW,00007271-04,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00007303-01_3_back.jpg,Denim,This woman wears a long-sleeve shirt with pure color patterns. The shirt is with chiffon fabric. This woman wears a three-point pants. The pants are w,,LOW,00007303-01,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00007402-04_4_full.jpg,Denim,"Her shirt has long sleeves, chiffon fabric and graphic patterns. It has a lapel neckline. The pants this person wears is of three-point length. The pa",,LOW,00007402-04,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00007407-02_1_front.jpg,Denim,This female is wearing a sleeveless tank shirt with graphic patterns. The tank shirt is with chiffon fabric and its neckline is suspenders. The pants ,,LOW,00007407-02,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00007410-01_1_front.jpg,Denim,The person is wearing a long-sleeve shirt with plaid patterns and a long pants. The shirt is with chiffon fabric. The neckline of the shirt is lapel. ,,LOW,00007410-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00007412-01_4_full.jpg,Denim,The female wears a long-sleeve sweater with graphic patterns and a three-point pants. The sweater is with chiffon fabric. The neckline of the sweater ,,LOW,00007412-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00007418-02_4_full.jpg,Denim,The shirt the female wears has medium sleeves and it is with chiffon fabric and graphic patterns. The neckline of the shirt is crew. The female wears ,,LOW,00007418-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00007432-03_4_full.jpg,Denim,"The upper clothing has medium sleeves, chiffon fabric and graphic patterns. It has a suspenders neckline. The lower clothing is of long length. The fa",,LOW,00007432-03,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00007463-03_4_full.jpg,Denim,The person wears a sleeveless tank shirt with solid color patterns and a long trousers. The tank shirt is with chiffon fabric and its neckline is susp,,LOW,00007463-03,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00007465-01_2_side.jpg,Denim,This woman wears a long-sleeve shirt with graphic patterns. The shirt is with chiffon fabric. It has a crew neckline. The pants this woman wears is of,,LOW,00007465-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00007465-01_4_full.jpg,Denim,This woman is wearing a long-sleeve sweater with graphic patterns. The sweater is with chiffon fabric. It has a round neckline. The shorts this woman ,,LOW,00007465-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00007489-02_4_full.jpg,Denim,This female wears a medium-sleeve shirt with pure color patterns and a long pants. The shirt is with chiffon fabric and its neckline is crew. The pant,,LOW,00007489-02,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00007489-03_4_full.jpg,Denim,The female wears a medium-sleeve shirt with solid color patterns. The shirt is with chiffon fabric. It has a round neckline. The female wears a long p,,LOW,00007489-03,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00007612-02_4_full.jpg,Denim,"The upper clothing has medium sleeves, chiffon fabric and solid color patterns. The neckline of it is round. The lower clothing is of long length. The",,LOW,00007612-02,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00007619-03_3_back.jpg,Denim,"The tank top the female wears has sleeves cut off, its fabric is chiffon, and it has solid color patterns. The female wears a three-point shorts, with",,LOW,00007619-03,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00007619-03_7_additional.jpg,Denim,The person wears a sleeveless tank shirt with solid color patterns and a three-point shorts. The tank shirt is with chiffon fabric and its neckline is,,LOW,00007619-03,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00007619-04_1_front.jpg,Denim,"The upper clothing has sleeves cut off, chiffon fabric and solid color patterns. It has a round neckline. The lower clothing is of long length. The fa",,LOW,00007619-04,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00007638-02_1_front.jpg,Denim,"Her tank shirt has sleeves cut off, chiffon fabric and graphic patterns. It has a round neckline. The pants this person wears is of three-point length",,LOW,00007638-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00007678-02_4_full.jpg,Denim,"The upper clothing has short sleeves, chiffon fabric and floral patterns. It has a round neckline. The lower clothing is of long length. The fabric is",,LOW,00007678-02,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00007702-03_7_additional.jpg,Denim,"The tank top this female wears has no sleeves, its fabric is chiffon, and it has solid color patterns. The tank top has a round neckline. This female ",,LOW,00007702-03,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00007749-02_1_front.jpg,Denim,"Her T-shirt has short sleeves, chiffon fabric and graphic patterns. It has a round neckline. The shorts the person wears is of three-point length. The",,LOW,00007749-02,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00007749-02_3_back.jpg,Denim,The lady is wearing a sleeveless tank shirt with graphic patterns. The tank shirt is with chiffon fabric. The shorts the lady wears is of three-point ,,LOW,00007749-02,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00007749-02_4_full.jpg,Denim,The lady is wearing a short-sleeve T-shirt with graphic patterns. The T-shirt is with chiffon fabric and its neckline is round. The lady wears a three,,LOW,00007749-02,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00007773-02_1_front.jpg,Denim,The T-shirt this person wears has short sleeves and it is with chiffon fabric and floral patterns. The neckline of the T-shirt is round. This person w,,LOW,00007773-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00007773-04_4_full.jpg,Denim,The shirt the lady wears has short sleeves and its fabric is chiffon. The pattern of it is floral. It has a round neckline. The lady wears a three-poi,,LOW,00007773-04,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00007773-04_7_additional.jpg,Denim,The female wears a short-sleeve shirt with floral patterns. The shirt is with chiffon fabric. It has a crew neckline. The shorts the female wears is o,,LOW,00007773-04,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00007815-03_4_full.jpg,Denim,"The upper clothing has no sleeves, chiffon fabric and graphic patterns. The neckline of it is suspenders. The lower clothing is of three-point length.",,LOW,00007815-03,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00007830-04_4_full.jpg,Denim,"The upper clothing has no sleeves, chiffon fabric and floral patterns. The neckline of it is suspenders. The lower clothing is of long length. The fab",,LOW,00007830-04,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00007841-03_4_full.jpg,Denim,This woman wears a medium-sleeve shirt with solid color patterns and a long trousers. The shirt is with chiffon fabric and its neckline is round. The ,,LOW,00007841-03,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00007851-01_4_full.jpg,Denim,The lady is wearing a sleeveless tank shirt with floral patterns and a three-point pants. The tank shirt is with chiffon fabric and its neckline is la,,LOW,00007851-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00007900-03_4_full.jpg,Denim,"Her shirt has long sleeves, chiffon fabric and pure color patterns. It has a round neckline. The person wears a long trousers. The trousers are with d",,LOW,00007900-03,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Blouses_Shirts-id_00007973-01_4_full.jpg,Denim,The person is wearing a medium-sleeve shirt with graphic patterns. The shirt is with chiffon fabric and its neckline is crew. The person wears a three,,LOW,00007973-01,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Cardigans-id_00000070-03_4_full.jpg,Denim,"The upper clothing has long sleeves, chiffon fabric and pure color patterns. It has a lapel neckline. The lower clothing is of long length. The fabric",,LOW,00000070-03,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Cardigans-id_00000521-02_4_full.jpg,Denim,"The tank shirt this lady wears has no sleeves, its fabric is chiffon, and it has graphic patterns. The tank shirt has a crew neckline. This lady wears",,LOW,00000521-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Cardigans-id_00000909-01_4_full.jpg,Denim,The person wears a long-sleeve sweater with pure color patterns and a long pants. The sweater is with chiffon fabric and its neckline is round. The pa,,LOW,00000909-01,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Cardigans-id_00001415-06_3_back.jpg,Denim,The female wears a long-sleeve shirt with complicated patterns. The shirt is with knitting fabric. The pants the female wears is of three-point length,,LOW,00001415-06,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Cardigans-id_00001436-02_4_full.jpg,Denim,"The shirt this lady wears has long sleeves, its fabric is chiffon, and it has solid color patterns. The shirt has a lapel neckline. This lady wears a ",,LOW,00001436-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Cardigans-id_00001765-01_7_additional.jpg,Denim,The lady wears a long-sleeve sweater with stripe patterns. The sweater is with knitting fabric. The lady wears a three-point shorts. The shorts are wi,,LOW,00001765-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Cardigans-id_00001967-02_3_back.jpg,Denim,The female wears a long-sleeve shirt with solid color patterns. The shirt is with knitting fabric. The female wears a long pants. The pants are with d,,LOW,00001967-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Cardigans-id_00002215-02_3_back.jpg,Denim,This person wears a medium-sleeve shirt with graphic patterns. The shirt is with knitting fabric. This person wears a three-point shorts. The shorts a,,LOW,00002215-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Denim-id_00005892-08_1_front.jpg,Denim,"Her sweater has long sleeves, chiffon fabric and graphic patterns. It has a round neckline. The trousers the lady wears is of long length. The trouser",,LOW,00005892-08,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Denim-id_00006152-01_1_front.jpg,Denim,The T-shirt this person wears has short sleeves and it is with chiffon fabric and solid color patterns. The neckline of the T-shirt is lapel. This per,,LOW,00006152-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Dresses-id_00001392-03_1_front.jpg,Denim,The person wears a short-sleeve shirt with graphic patterns and a three-quarter trousers. The shirt is with chiffon fabric. The neckline of the shirt ,,LOW,00001392-03,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Dresses-id_00007176-01_4_full.jpg,Denim,This female is wearing a sleeveless tank top with graphic patterns and a three-point pants. The tank top is with chiffon fabric. The neckline of the t,,LOW,00007176-01,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Graphic_Tees-id_00005848-02_2_side.jpg,Denim,The female is wearing a sleeveless tank top with graphic patterns and a three-point pants. The tank top is with chiffon fabric. The pants are with den,,LOW,00005848-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Jackets_Coats-id_00000590-02_7_additional.jpg,Denim,This lady wears a long-sleeve sweater with other patterns. The sweater is with other fabric. This lady wears a long trousers. The trousers are with de,,LOW,00000590-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Jackets_Coats-id_00000764-01_3_back.jpg,Denim,This female is wearing a long-sleeve sweater with other patterns. The sweater is with mixed fabric. The neckline of the sweater is lapel. The lady als,,LOW,00000764-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Jackets_Coats-id_00002311-01_3_back.jpg,Denim,This person wears a long-sleeve shirt with mixed patterns. The shirt is with other fabric and it has a lapel neckline. The outer clothing is with deni,,LOW,00002311-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Jackets_Coats-id_00002677-01_3_back.jpg,Denim,"Her sweater has long sleeves, mixed fabric and mixed patterns. The neckline of it is lapel. The pants the female wears is of long length. The pants ar",,LOW,00002677-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Jackets_Coats-id_00004155-02_3_back.jpg,Denim,This lady is wearing a medium-sleeve shirt with mixed patterns. The shirt is with mixed fabric. This lady wears a three-point shorts. The shorts are w,,LOW,00004155-02,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Leggings-id_00001063-01_1_front.jpg,Denim,"The upper clothing has short sleeves, chiffon fabric and graphic patterns. The neckline of it is round. The lower clothing is of long length. The fabr",,LOW,00001063-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Rompers_Jumpsuits-id_00005347-01_2_side.jpg,Denim,"The upper clothing has short sleeves, chiffon fabric and solid color patterns. The neckline of it is lapel. The lower clothing is of long length. The ",,LOW,00005347-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Rompers_Jumpsuits-id_00005347-01_3_back.jpg,Denim,"Her shirt has short sleeves, chiffon fabric and solid color patterns. It has a lapel neckline. The trousers the lady wears is of long length. The trou",,LOW,00005347-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Rompers_Jumpsuits-id_00005347-01_4_full.jpg,Denim,The female is wearing a short-sleeve shirt with solid color patterns. The shirt is with chiffon fabric. It has a lapel neckline. The pants the female ,,LOW,00005347-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Shorts-id_00002038-11_1_front.jpg,Denim,The tank top the female wears has no sleeves and it is with knitting fabric and stripe patterns. The neckline of the tank top is crew. The female wear,,LOW,00002038-11,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Shorts-id_00002038-11_4_full.jpg,Denim,This woman is wearing a tank tank top with striped patterns. The tank top is with knitting fabric. It has a crew neckline. The shorts this woman wears,,LOW,00002038-11,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Shorts-id_00002038-12_4_full.jpg,Denim,This woman is wearing a tank tank shirt with stripe patterns. The tank shirt is with knitting fabric and its neckline is crew. This woman wears a thre,,LOW,00002038-12,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Shorts-id_00002928-04_1_front.jpg,Denim,The lady wears a long-sleeve shirt with pure color patterns and three-point shorts. The shirt is with chiffon fabric and it has a v-shape neckline. Th,,LOW,00002928-04,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Shorts-id_00002928-04_4_full.jpg,Denim,The shirt the lady wears has long sleeves and it is with chiffon fabric and solid color patterns. The neckline of the shirt is v-shape. The lady wears,,LOW,00002928-04,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Shorts-id_00003333-01_4_full.jpg,Denim,This lady wears a sleeveless tank top with complicated patterns and three-point pants. The tank top is with knitting fabric and it has a round necklin,,LOW,00003333-01,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Shorts-id_00003432-04_1_front.jpg,Denim,This person is wearing a sleeveless tank shirt with pure color patterns and a three-point shorts. The tank shirt is with chiffon fabric and its neckli,,LOW,00003432-04,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Shorts-id_00003432-06_4_full.jpg,Denim,"Her tank top has sleeves cut off, chiffon fabric and pure color patterns. It has a v-shape neckline. This female wears a three-point shorts. The short",,LOW,00003432-06,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Shorts-id_00003657-01_1_front.jpg,Denim,"Her tank shirt has no sleeves, chiffon fabric and solid color patterns. It has a round neckline. The shorts this female wears is of three-point length",,LOW,00003657-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Shorts-id_00004444-01_1_front.jpg,Denim,The lady wears a long-sleeve sweater with graphic patterns. The sweater is with knitting fabric. It has a round neckline. The lady wears a three-point,,LOW,00004444-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Shorts-id_00004444-01_4_full.jpg,Denim,The person is wearing a long-sleeve shirt with graphic patterns and a three-point pants. The shirt is with knitting fabric. The neckline of the shirt ,,LOW,00004444-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Shorts-id_00005116-02_7_additional.jpg,Denim,This lady is wearing a long-sleeve shirt with solid color patterns. The shirt is with knitting fabric. It has a crew neckline. The shorts this lady we,,LOW,00005116-02,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Shorts-id_00006567-04_1_front.jpg,Denim,The lady wears a sleeveless tank top with graphic patterns and a three-point pants. The tank top is with chiffon fabric and its neckline is suspenders,,LOW,00006567-04,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Shorts-id_00006567-04_4_full.jpg,Denim,This woman wears a sleeveless tank shirt with graphic patterns and a three-point shorts. The tank shirt is with chiffon fabric. The neckline of the ta,,LOW,00006567-04,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00000821-03_1_front.jpg,Denim,This female wears a long-sleeve sweater with striped patterns and long trousers. The sweater is with furry fabric and it has a round neckline. The tro,,LOW,00000821-03,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00000821-04_1_front.jpg,Denim,"Her shirt has long sleeves, furry fabric and striped patterns. The neckline of it is round. The lady wears a long trousers. The trousers are with deni",,LOW,00000821-04,test,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00000840-04_4_full.jpg,Denim,The female is wearing a long-sleeve shirt with complicated patterns. The shirt is with knitting fabric. It has a crew neckline. The pants the female w,,LOW,00000840-04,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00000981-06_4_full.jpg,Denim,This lady wears a long-sleeve shirt with graphic patterns and a long pants. The shirt is with knitting fabric and its neckline is stand. The pants are,,LOW,00000981-06,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00001123-02_1_front.jpg,Denim,"The sweater this female wears has long sleeves and it is with knitting fabric and pure color patterns. This female wears a three-point shorts, with de",,LOW,00001123-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00001255-02_1_front.jpg,Denim,The shirt this lady wears has long sleeves and its fabric is knitting. The pattern of it is graphic. It has a v-shape neckline. This lady wears a thre,,LOW,00001255-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00001255-02_3_back.jpg,Denim,"The sweater this female wears has long sleeves and its fabric is knitting. The pattern of it is solid color. This female wears a three-point shorts, w",,LOW,00001255-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00001255-03_2_side.jpg,Denim,"Her shirt has long sleeves, knitting fabric and graphic patterns. It has a v-shape neckline. The person wears a three-point shorts. The shorts are wit",,LOW,00001255-03,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00001262-09_1_front.jpg,Denim,The female wears a long-sleeve sweater with solid color patterns. The sweater is with knitting fabric. It has a crew neckline. The female wears a long,,LOW,00001262-09,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00001284-01_4_full.jpg,Denim,The person wears a long-sleeve sweater with other patterns and long pants. The sweater is with knitting fabric and it has a crew neckline. The pants a,,LOW,00001284-01,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00001528-01_7_additional.jpg,Denim,"Her shirt has long sleeves, knitting fabric and graphic patterns. It has a round neckline. The trousers the person wears is of long length. The trouse",,LOW,00001528-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00001615-04_1_front.jpg,Denim,This person is wearing a long-sleeve sweater with pure color patterns. The sweater is with knitting fabric. It has a round neckline. The pants this pe,,LOW,00001615-04,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00001615-05_1_front.jpg,Denim,"The sweater the person wears has long sleeves, its fabric is knitting, and it has striped patterns. The sweater has a round neckline. The person wears",,LOW,00001615-05,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00001615-05_4_full.jpg,Denim,"The upper clothing has long sleeves, knitting fabric and stripe patterns. It has a crew neckline. The lower clothing is of three-point length. The fab",,LOW,00001615-05,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00001615-06_1_front.jpg,Denim,"Her sweater has long sleeves, knitting fabric and striped patterns. The neckline of it is round. The pants the person wears is of three-point length. ",,LOW,00001615-06,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00001615-06_7_additional.jpg,Denim,This woman is wearing a long-sleeve sweater with striped patterns. The sweater is with knitting fabric and its neckline is round. This woman wears a t,,LOW,00001615-06,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00001781-01_1_front.jpg,Denim,The shirt the person wears has medium sleeves and its fabric is knitting. The pattern of it is graphic. It has a crew neckline. The person wears a thr,,LOW,00001781-01,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00001947-02_7_additional.jpg,Denim,The sweater the female wears has long sleeves and its fabric is knitting. The pattern of it is complicated. It has a stand neckline. The female wears ,,LOW,00001947-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00002287-05_3_back.jpg,Denim,The lady wears a long-sleeve sweater with other patterns. The sweater is with mixed fabric. The pants the lady wears is of three-point length. The pan,,LOW,00002287-05,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00002502-02_2_side.jpg,Denim,The shirt the female wears has long sleeves and its fabric is knitting. The pattern of it is striped. It has a round neckline. The female wears a thre,,LOW,00002502-02,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00002515-03_4_full.jpg,Denim,"The shirt this lady wears has long sleeves, its fabric is knitting, and it has pure color patterns. The shirt has a stand neckline. This lady wears a ",,LOW,00002515-03,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00002608-05_7_additional.jpg,Denim,"Her sweater has long sleeves, knitting fabric and graphic patterns. The neckline of it is round. The person wears a long trousers. The trousers are wi",,LOW,00002608-05,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00002608-08_1_front.jpg,Denim,"The upper clothing has long sleeves, knitting fabric and graphic patterns. It has a crew neckline. The lower clothing is of long length. The fabric is",,LOW,00002608-08,train,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00002684-07_7_additional.jpg,Denim,This lady wears a long-sleeve sweater with graphic patterns and a long trousers. The sweater is with knitting fabric and its neckline is crew. The tro,,LOW,00002684-07,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00003373-02_4_full.jpg,Denim,"The upper clothing has medium sleeves, knitting fabric and graphic patterns. It has a crew neckline. The lower clothing is of long length. The fabric ",,LOW,00003373-02,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00003466-04_1_front.jpg,Denim,The sweater this lady wears has long sleeves and it is with knitting fabric and pure color patterns. The neckline of the sweater is lapel. This lady w,,LOW,00003466-04,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00003466-04_2_side.jpg,Denim,This female wears a long-sleeve sweater with pure color patterns. The sweater is with knitting fabric. It has a lapel neckline. The shorts this female,,LOW,00003466-04,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00003466-04_3_back.jpg,Denim,This lady wears a long-sleeve sweater with solid color patterns. The sweater is with knitting fabric. This lady wears a three-point shorts. The shorts,,LOW,00003466-04,validation,caption does not support assigned label
Backend\data\processed\material_deepfashion\Denim\WOMEN-Sweaters-id_00003466-06_2_side.jpg,Denim,"The upper clothing has long sleeves, knitting fabric and solid color patterns. The neckline of it is lapel. The lower clothing is of three-point lengt",,LOW,00003466-06,train,caption does not support assigned label
